Date,Title,Company,State,City,Level,Work Mode,Average Salary,Pay Type,Employment Type,Description
2024-08-09,Senior Business Data Analyst,"Tech Brains Solutions, Inc.",New York,New York,Senior,,160000.0,year,,"Role: Sr. Business Data Analyst (Audit Automation) Location: New York, NY, US, Onsite Salary: USD $140,000 – $180,000/yr Direct FT role We need someone who…"
2024-08-09,"Sr. Analyst, Data Science Analytics",Tapestry,New York,New York,Mid-level,,,,nan,"We believe that difference sparks brilliance, so we welcome people and ideas from everywhere to join us in stretching what’s possible. At Tapestry, being…"
2024-08-09,Principal Data Scientist,Fractal Analytics,New York,New York,Mid-level,,212500.0,year,,It's fun to work in a company where people truly BELIEVE in what they are doing! We're committed to bringing passion and customer focus to the business.…
2024-08-09,"Manager, Data Science",Zenith,New York,New York,Manager,,,,nan,"Company Description About Zenith: Zenith is The ROI Agency, we succeed when our clients succeed. We have a simple strategy: motivate our people, deliver…"
2024-08-09,Senior Data Scientist,Headway,New York,New York,Senior,,,,nan,Headway's mission is a big one – to build a new mental health care system everyone can access. We've built technology that helps people find great therapists…
2024-08-09,"Data Engineer, Data Science, Google Customer Solutions",Google,New York,New York,Mid-level,,,,nan,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: New York, NY, USA; Mountain View,…"
2024-08-09,"Machine Learning Engineer, Platform",Spotify,New York,New York,Mid-level,,,,nan,"Machine Learning The Hendrix Serving team is dedicated to developing a robust, Spotify-wide platform for serving machine learning models. This platform…"
2024-08-09,"Sr. Data Scientist, 3px, Analytics & Insights","Amazon Web Services, Inc.",New York,New York,Mid-level,,195450.0,year,,"- 5+ years of data querying languages (e.g. SQL), scripting languages (e.g. Python) or statistical/mathematical software (e.g. R, SAS, Matlab, etc.)…"
2024-08-09,Assistant Research Scientist (data Scientist) - (p.i.: Dr. Bradley Aouizerat),New York University,New York,New York,Mid-level,,60000.0,year,,"New York University: NYU - NY: College of Dentistry: Oral and Maxillofacial Surgery: Translational Research Center Location New York, NY Open Date Aug 09,…"
2024-08-09,"Senior Data Scientist, Product",Google,New York,New York,Senior,,,,Full-time,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: New York, NY, USA; Mountain View,…"
2024-08-09,Lead Data Scientist - Causal Inference,Cvs Health,New York,New York,Lead,,213210.0,year,,You will be part of a team that brings our personalized outreaches and nudges to the members of our B2B clients (think health plans or employers providing…
2024-08-09,Machine Learning Engineer,Jpmorgan Chase & Co,New York,New York,Mid-level,,161625.0,year,,"These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition…"
2024-08-09,Customer Analytics - Data Science Director,Jpmorgan Chase & Co,New York,Manhattan,Mid-level,,223250.0,year,,"These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition…"
2024-08-09,"Senior Consultant, Data Strategy",Publicis Sapient,New York,New York,Senior,,140000.0,year,,Work with planners to provide guidance on how data can be utilized to inform annual planning insights and work with the team to help inform how data integration…
2024-08-09,Applied Ai Engineer,Tandem,New York,New York,Mid-level,,187500.0,year,,"Source clinical and insurance data we need to do our work.
Reduce administrative burden on providers so they can focus on clinical decisions."
2024-08-09,"Staff Software Engineer, Machine Learning, Youtube Music",Youtube,New York,New York,Mid-level,,236500.0,year,,"5 years of experience with machine learning algorithms and tools (e.g., TensorFlow), Recommender Systems, deep learning, or personalization."
2024-08-09,"Manager, Data Science, Ad Sales Data, Measurement, Insights (dm&i)",Nbcuniversal,New York,New York,Manager,,162500.0,year,,"Work with data engineers to provide data requirements and availability for use by data scientists.
You will integrate project work and findings with DMI Data…"
2024-08-09,Tech & Data Attorney,Morgan Stanley,New York,New York,Mid-level,,140000.0,year,,"Research legal issues related to commercial contracts, outsourcing and technology including emerging technologies (i.e., cloud, artificial intelligence/machine…"
2024-08-09,Member Of Technical Staff - Data Engineer,Microsoft,New York,New York,Mid-level,,215800.0,year,,"Build scalable data pipelines for sourcing, transforming and publishing data assets for AI use cases.
Passion for learning new technologies and staying up to…"
2024-08-09,"Machine Learning Engineer, Sales Ai",Amazon.com Services Llc,New York,New York,Mid-level,,176450.0,year,,"You will work with applied and data scientists developing sales intelligence powered by Generative AI, and put their models into production."
2024-08-09,Ai-ml Engineer/architect,Realign Llc,New York,New York,Mid-level,,,,Contract,"Collaborate with data scientists, software engineers, and other stakeholders to gather requirements.
The ideal candidate will be responsible for designing,…"
2024-08-09,Applied Ai Ml Lead,Jpmorgan Chase & Co,New York,New York,Lead,,292500.0,year,,"These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition…"
2024-08-09,Global Head Of Data Strategy – Citi Wealth - C16,Citi,New York,New York,Mid-level,,375000.0,year,,"Develop and manage data distribution channels and APIs.
The successful candidate will be responsible for leading initiatives across cloud environments, machine…"
2024-08-09,"Senior Manager, Marketing Data Science, Predictive Marketing Technology",Dow Jones,New York,New York,Senior,,150000.0,year,,"Strong expertise with predictive modeling, machine learning, data mining, forecasting, and advanced analytics."
2024-08-09,Engineering Manager (machine Learning),Evolutioniq,New York,New York,Manager,,,,nan,"Implement and manage robust security protocols to protect our platforms and data.
5-8+ years of experience, with at least 2 years managing a machine learning…"
2024-08-09,Director Of Enterprise Data Engineering - Digital And Technology Partners - Remote,Mount Sinai,New York,New York,Mid-level,Remote,,,nan,"This role will touch all aspects of Mount Sinai Health System’s different data and analytics consumers who include executives, data scientists, analysts,…"
2024-08-09,"Principal Applied Scientist, Reinforcement Learning, Supply Chain Optimization Technologies",Amazon.com Services Llc,New York,New York,Mid-level,,179000.0,year,,"Publications at top-tier peer-reviewed conferences or journals in one of these areas: reinforcement learning, deep learning, and machine learning."
2024-08-09,Machine Learning Engineer,Ntt Data,New York,New York,Mid-level,,61.0,hour,,"Designing and developing machine learning systems, implementing appropriate Client algorithms, conducting experiments, and staying updated with the latest…"
2024-08-09,Senior Machine Learning Operations Engineer,Integral Ad Science,New York,New York,Senior,,158650.0,year,,"Communicate with machine learning researchers, data scientists, data engineers, and architect and document the processes."
2024-08-09,Sr. Audit Automation Business Data Analyst,Med4hire,New York,New York,Mid-level,,160000.0,year,,"Proficiency in data analytics tools and programming languages such as SQL, Python, R, or similar, along with experience using visualization tools like Tableau…"
2024-08-09,Ai Chatbot Architect And Developer,Ibm,New York,New York,Mid-level,,146000.0,year,,"Eligible employees may have access to: - Healthcare benefits including medical & prescription drug coverage, dental, vision, and mental health & well being -…"
2024-08-09,"Developer Ai Senior Staff Engineer, Machine Learning",Google,New York,New York,Senior,,,,Full-time,"7 years of experience with machine learning algorithms (e.g., deep learning, natural language processing) and tools (e.g., TensorFlow)."
2024-08-09,Global Head Of Gen Ai Solutions – Citi Wealth,Citi,New York,New York,Mid-level,,375000.0,year,,"Innovation and Development: Lead the development and deployment of cutting-edge AI solutions, including large language models and advanced machine learning…"
2024-08-09,Member Of Technical Staff - Data Architect,Microsoft,New York,New York,Mid-level,,223900.0,year,,10+ years technical engineering experience building data platforms that handle large volumes of data in both batch and real time.
2024-08-09,Lead Machine Learning Engineer,Capital One,New York,New York,Lead,,,,Full-time,Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…
2024-08-09,Ai Enablement Specialist,Capgemini,New York,New York,Mid-level,,115993.0,year,,"Healthcare including dental, vision, mental health, and well-being programs.
This role involves organizing training sessions creating runbooks for AI events and…"
2024-08-09,Associate Director High Performance Computational & Data Ecosystem - Scientific Computing & Data,Mount Sinai,New York,New York,Associate,,,,nan,"This ecosystem includes high-performance computing and data systems, Data Ark data commons, electronic health records in the Mount Sinai Data Warehouse, REDCap…"
2024-08-09,Senior Systems Administrator - Windows & Linux - Scientific Computing & Data,Mount Sinai,New York,New York,Senior,,,,nan,The Scientific Computing and Data group at the Icahn School of Medicine at Mount Sinai partners with scientists to accelerate scientific discovery.
2024-08-09,"Senior Data Scientist, Inference, Rider",Lyft,New York,New York,Senior,,162000.0,year,,"In it, you will leverage data, analytical thinking, and rigorous machine learning and causal modeling to bring to life zero-to-one products tailored to our most…"
2024-08-09,Lead Software Engineer - Ai Research,Jpmorgan Chase & Co,New York,New York,Lead,,183500.0,year,,"These benefits include comprehensive health care coverage, on-site health and wellness centers, a retirement savings plan, backup childcare, tuition…"
2024-08-09,Ai Product Manager – Qci – Executive Director – Machine Learning Center Of Excellence,Jpmorgan Chase & Co,New York,New York,Manager,,232750.0,year,,"You will be a key leader of a cross-functional team of data scientists, engineers, architects, designers, annotators, and project managers and will have the…"
2024-08-09,Senior Product Manager - Ai Code Insights,Datadog,New York,New York,Senior,,213500.0,year,,"You have either worked as an engineer previously or possess a deep interest, understanding and knowledge in software development and/or AI."
2024-08-09,Generative Ai- Common Platform Engineer Lead. C15 Director,Citi,New York,New York,Lead,,250000.0,year,,"So, we need innovative and creative leaders who have had previous experience in developing large-scale platforms involving data, finance, and analytics."
2024-08-09,"Software Engineer, Language - Generative Ai",Meta,New York,New York,Mid-level,,85.1,hour,,"Experience with developing machine learning models at scale from inception to business impact.
Bachelor's degree in Computer Science, Computer Engineering,…"
2024-08-09,"Supervisor, Actuary",Vns Health,New York,Manhattan,Mid-level,,143150.0,year,,"Reconcile bid data with reported financials to ensure data integrity and accuracy.
Provides data and analytical support to Risk Adjustment team, Care Management…"
2024-08-09,Data Scientist- Remote,Sharecare,New York,Remote,Mid-level,Remote,,,Full-time,"The Sharecare Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and…"
2024-08-09,Responsible Use Of Ai Data Scientist,Metlife,North Carolina,Cary,Mid-level,,145050.0,year,,This is an exciting opportunity to impact the successful implementation of MetLife's AI Responsible AI policy and standard by providing the necessary subject…
2024-08-09,Senior Data Scientist,Labcorp,North Carolina,Durham,Senior,,,,Full-time,"You will be part of a collaborative, cross-functional team bringing together software engineers, clinicians, and data scientists, and informaticists to extract…"
2024-08-09,Senior Data Scientist,Deloitte,North Carolina,Charlotte,Senior,,135250.0,year,,"Within FP&A, the Strategic Analytics (SA) team integrates big data analytics, strategic thinking, and deep firm knowledge to provide leadership with insights to…"
2024-08-09,2025 Quantitative Modeling Rotational Program,U.s. Bank National Association,North Carolina,Charlotte,Mid-level,,109297.5,year,,"In addition to salary, U.S. Bank offers a comprehensive benefits package, including incentive and recognition programs, equity stock purchase 401(k)…"
2024-08-09,Senior Hr Data Analyst,Truist Bank,North Carolina,Charlotte,Senior,,,,Full-time,"Working within the HRIS function, this role will optimize HR data quality, develop analytics capabilities, and deliver actionable insights to HR and business…"
2024-08-09,"2025 Quantitative Analytics Development Program, Risk Analytics & Decision Science (master's)- Early Careers",Wells Fargo,North Carolina,Charlotte,Mid-level,,,,nan,"Experience and demonstrated first-hand knowledge in a number of these areas: data analysis, statistical modeling, machine learning/AI models, data management,…"
2024-08-09,Ai/ml Engineer,Computer Data Concepts,North Carolina,Charlotte,Mid-level,,,,nan,"3 years of experience in AIML area (MLOps).
5+ years of big data experience needed (Big Query, Hadoop).
5+ years of Python experience."
2024-08-09,Generative Ai & Machine Learning Architecture,Netapp,North Carolina,Research Triangle Park,Mid-level,,153160.0,year,,"Strong knowledge of data engineering, modeling, and visualization.
This may cover Health Insurance, Life Insurance, Retirement or Pension Plans, Paid Time Off …"
2024-08-09,"Director, Data Science",Lendingtree,North Carolina,Charlotte,Mid-level,,,,nan,Practical data science experience with a deep technical background in supervised and unsupervised machine learning methods.
2024-08-09,Ai/ml Platform Lead,Rivago Infotech Inc.,North Carolina,Charlotte,Lead,,70.0,hour,,"Drive Joint Architecture Design to collaborating with business stakeholders, data scientists, engineering teams, product, and other key partners to gather…"
2024-08-10,"Executive Partner, Artificial Intelligence",Gartner,North Carolina,North Carolina,Mid-level,,178400.0,year,,The role requires a visionary leader with deep understanding of AI and how to leverage it to enable and drive organizational outcomes.
2024-08-10,Product Manager Data Science,Deloitte,North Carolina,Raleigh,Manager,,160700.0,year,,"Strong understanding of AI & analytics technologies: Deep knowledge of machine learning algorithms, data mining techniques, statistical modeling, and other…"
2024-08-10,Lead Principal Engineer - Generative Ai (contract),Wells Fargo,North Carolina,Charlotte,Lead,,,,Contract,Experience Developing and implementing machine learning models using Google Vertex AI & Python in an application of Generative AI.
2024-08-10,Cloud Data Engineer - Sr. Solution Specialist,Deloitte,North Carolina,Charlotte,Mid-level,,,,Full-time,"The Artificial Intelligence & Data Engineering team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden…"
2024-08-10,Data Scientist,State Of Ohio Jobs,Ohio,Columbus,Mid-level,,43.385000000000005,hour,,"Or completion of associate core program in data analytics, computer science, information systems, computer engineering, applied mathematics, statistics,…"
2024-08-10,Associate Data Scientist,Fortune Brands,Ohio,North Olmsted,Associate,,79500.0,year,,"Strong expertise in machine learning algorithms, deep learning frameworks (e.g., TensorFlow, PyTorch), and statistical modeling techniques."
2024-08-10,Senior Data Scientist,Deloitte,Ohio,Columbus,Senior,,135250.0,year,,"Within FP&A, the Strategic Analytics (SA) team integrates big data analytics, strategic thinking, and deep firm knowledge to provide leadership with insights to…"
2024-08-10,Sr. Data Scientist,Gilbane Building Company,Ohio,Cleveland,Mid-level,,,,nan,"Need deep knowledge of statistics, predictive modeling, machine learning, data mining, feature engineering.
Data mine various data systems, clean and structure…"
2024-08-10,Data Science Co-op- Summer 2025,Johnson & Johnson,Ohio,Cincinnati,Mid-level,,38.125,hour,,"Perform data analyses using Machine Learning or other techniques to uncover new insights from surgical datasets, and/or create high-impact analytics web apps…"
2024-08-10,"Junior Analyst (epidemiologist, Mathematician, Or Statistician)",Siertek Ltd.,Ohio,Beavercreek,Junior,,,,Full-time,"Establish the relationship of available data to existing data sets, map the data between data elements and code for these specific data elements, establish data…"
2024-08-10,Senior Insurance Data Analyst,Aaa Club Alliance,Ohio,Cincinnati,Senior,,,,nan,Work with project teams to understand the business objectives of each project and ensure that data analytics is used to its fullest potential to achieve these…
2024-08-10,Senior Statistical Analyst,Bestica Inc,Ohio,Dayton,Senior,,,day,Monday to Friday,The FESO branch is responsible for supporting embedded medical providers with evidence-based practices and real-time data analytics dashboard of musculoskeletal…
2024-08-10,"Senior Data Analyst, Internal Audit",The J. M. Smucker Company,Ohio,Orrville,Senior,,,,nan,"Manage the IA analytics project task list, including supporting analytics requests from Internal Audit members and other business teams, as well as direct…"
2024-08-10,Data Engineer,Booz Allen,Ohio,Beavercreek,Mid-level,,123800.0,year,,"You’ll use your experience in analytical exploration and data examination while you manage the assessment, design, building, and maintenance of scalable…"
2024-08-10,Dir Ai And Data Analytics Products Coe,Dhl,Ohio,Westerville,Mid-level,,,,Full-time,"Ability to manage multiple, intermediate to large projects, with varying complexity to successful results with a minimal level of direction from manager; Manage…"
2024-08-10,2025 Analytics And Quantitative Modeling Rotational Analyst Program - Cleveland,Keybank,Ohio,Cleveland,Mid-level,,,,Full-time,"Knowledge of statistical techniques, machine learning approaches, and/or data mining concepts.
Preferred exposure to programming for data analysis, statistical…"
2024-08-10,Energy Research Data Hub Project Manager,The Ohio State University,Ohio,Columbus,Manager,,137500.0,year,,"Utilizes specialized and highly complex knowledge in artificial intelligence, data mining, data visualization, machine learning and semantic web, system…"
2024-08-10,Senior Statistical Analyst / Epidemiologist - Wright Patterson,"Venesco, Llc",Ohio,Wright-Patterson AFB,Senior,,,,Full-time,"1.2.13 The contractor shall establish the relationship of available data to existing data sets, map the data between data elements and code for these specific…"
2024-08-10,Product Manager Data Science,Deloitte,Ohio,Columbus,Manager,,160700.0,year,,"Strong understanding of AI & analytics technologies: Deep knowledge of machine learning algorithms, data mining techniques, statistical modeling, and other…"
2024-08-10,"24.41 Senior Analyst (epidemiologist, Mathematician, Or Statistician)",Siertek Ltd,Ohio,Wright-Patterson AFB,Senior,,,,Full-time,"Establish the relationship of available data to existing data sets, map the data between data elements and code for these specific data elements, establish data…"
2024-08-10,Manager - Data Engineer,Exl Services,Ohio,Cleveland,Manager,,,,nan,"Work closely with data scientists, software engineers, and DevOps teams to integrate machine learning models into the broader software infrastructure."
2024-08-10,Senior Ai Ml Architect,Cognizant,Ohio,Cincinnati,Senior,,,,Full-time,"This position is also eligible for Cognizant’s discretionary annual incentive program and stock awards, based on performance and subject to the terms of…"
2024-08-10,Senior Data Scientist,Deloitte,Oklahoma,Oklahoma City,Senior,,135250.0,year,,"Within FP&A, the Strategic Analytics (SA) team integrates big data analytics, strategic thinking, and deep firm knowledge to provide leadership with insights to…"
2024-08-10,It Sr Data Analyst,The Chickasaw Nation,Oklahoma,Ada,Mid-level,,,,nan,"Analyze and report on data and research trends to ensure best-in-class and innovative solutions are continuously being applied.
~[IT Sr Data Analyst - 11291]~."
2024-08-10,Ai Prompt Consultant (tier 2),Outlier Ai,Oklahoma,Edmond,Mid-level,,25.0,hour,,"We limit the personal data we collect to that which we believe is appropriate and necessary to manage applicants’ needs, provide our services, and comply with…"
2024-08-10,Product Manager Data Science,Deloitte,Oklahoma,Tulsa,Manager,,160700.0,year,,"Strong understanding of AI & analytics technologies: Deep knowledge of machine learning algorithms, data mining techniques, statistical modeling, and other…"
2024-08-10,"Data Science, Senior Associate",Peraton,Oklahoma,United States,Associate,,104000.0,year,,"Collaborate closely with data engineers / scientists and machine learning engineers, to provide support for model building.
Day to Day work Responsibilities:"
2024-08-10,"Manager, Data Scientist, Portland, Or Or Salt Lake City, Ut #112464",Pacificorp,Oregon,Portland,Manager,,144750.0,year,,"Facilitate internal training for engineers and technicians in subject area; act as company subject matter expert.
MS or PhD in quantitative fields."
2024-08-10,Geo Data Scientist,Leidos,Oregon,Oregon,Mid-level,,142350.0,year,,"Lead and assist in the writing of science-based methods, results, and data interpretations for publications in high quality, scientific peer-reviewed journals,…"
2024-08-10,Pro-tem Data Scientist For The Ballmer Wellness Project,University Of Oregon,Oregon,Portland,Mid-level,,,,nan,Understanding of youth behavioral health early identification and screening in K12 schools or health care systems or other forms of early identification of…
2024-08-10,Machine Learning Engineer Iv,The Standard,Oregon,Portland,Mid-level,,,,nan,"Eligibility to participate in an incentive program is subject to the rules governing the program and plan.
Unstructured data storage (text and images) knowledge…"
2024-08-10,Ai Prompt Consultant (tier 2),Outlier Ai,Oregon,Portland,Mid-level,,25.0,hour,,"Base pay is determined by multiple factors, including the area of expertise, years of experience, and skillset needed for the project."
2024-08-10,Product Manager Data Science,Deloitte,Oregon,Portland,Manager,,160700.0,year,,"Strong understanding of AI & analytics technologies: Deep knowledge of machine learning algorithms, data mining techniques, statistical modeling, and other…"
2024-08-10,Junior Data Scientist Llm,Primus Global Services,Pennsylvania,Pittsburgh,Junior,,79000.0,year,,"Data science libraries such as TensorFlow, PyTorch, Scikit-learn, and Pandas.
All consultants must work on Primus payroll.*.
GitHub or similar code repository."
2024-08-10,Senior Data Scientist,Deloitte,Pennsylvania,Harrisburg,Senior,,135250.0,year,,"Within FP&A, the Strategic Analytics (SA) team integrates big data analytics, strategic thinking, and deep firm knowledge to provide leadership with insights to…"
2024-08-10,"Senior Associate, Data Scientist",The Bank Of New York Mellon Corporation,Pennsylvania,Pittsburgh,Associate,,,,nan,"Apply advanced machine learning and deep learning techniques to solve complex problems and generate insights from data.
At BNY, our culture speaks for itself."
2024-08-10,Data Analysis,Gsk,Pennsylvania,Philadelphia,Mid-level,,,,Full-time,"Increase efficiencies through process and analytics automation, as well as partnering with Commercial Data Strategy teams ensuring trusted data availability for…"
2024-08-10,Data Analysis,Gsk,Pennsylvania,Philadelphia,Mid-level,,,,Full-time,Site Name: USA - Pennsylvania - Philadelphia Posted Date: Aug 8 2024 Are you a curious analytics professional interested in driving performance of our…
2024-08-10,Senior Data Analyst,Highmark Health,Pennsylvania,Pennsylvania,Senior,,70250.0,year,,Company : Highmark Health Job Description : JOB SUMMARY ***CANDIDATE MUST BE US Citizen (due to contractual/access requirements)*** This job understands end…
2024-08-10,"Senior Client Data Analyst (pa, Nj, De)",Independence Blue Cross,Pennsylvania,Philadelphia,Senior,,,,nan,"Our organization is looking for dynamic individuals who love to learn, thrive on innovation, and are open to exploring new ways to achieve our goals. If this…"
2024-08-10,Data Scientist I,The University Of Pittsburgh,Pennsylvania,Pittsburgh,Mid-level,,,,Full-time,Data Scientist I Med-Family Medicine - Pennsylvania-Pittsburgh - (24006158) The data scientist will play a critical role in executing qualitative research…
2024-08-10,Nlp Analyst (kore.ai),Veah Consulting Services,Pennsylvania,Malvern,Mid-level,,,,nan,"Position: NLP Analyst (KORE.ai) Location: Malvern, PA Duration: Full Time / Permanent Job DescriptionRole: NLP Analyst * Min 4+ yrs hands on KORE…"
2024-08-10,Data Science Lead Analyst (medicare) - Hybrid,The Cigna Group,Pennsylvania,Philadelphia,Lead,Hybrid,110650.0,year,,"Summary The Data Scientist Lead Analyst will contribute to the Medicare Clinical and Customer strategy, performing research and analysis within the Clinical,…"
2024-08-10,Program Lead I - Data Science (remote),Abbvie,Pennsylvania,Philadelphia,Lead,Remote,,,Full-time,Company Description AbbVie's mission is to discover and deliver innovative medicines and solutions that solve serious health issues today and address the…
2024-08-10,Nlp Analyst,Capgemini,Pennsylvania,Wayne,Mid-level,,,,nan,"As an NLP Analyst, you will support the development and optimization of NLP models to enhance call deflection capabilities. Your role will involve data…"
2024-08-10,Statistician,9rooftops,Pennsylvania,Pittsburgh,Mid-level,,,,Full-time,"With 9 offices across the country, and a dynamic team of employees we’ve created an open-minded culture of collaboration. At 9Rooftops, you’ll not only have…"
2024-08-10,Artificial Intelligence Engineer,Magna Legal Services,Pennsylvania,Philadelphia,Mid-level,,,,nan,"About Us: Magna Legal Service provides end-to-end legal support services to law firms, corporations, and governmental agencies throughout the nation. As an…"
2024-08-10,2025 Bny Summer Internship Program - Engineering (data Science),The Bank Of New York Mellon Corporation,Pennsylvania,Pittsburgh,Mid-level,,,,"Internship
+1","Provide recommendations based on data trends uncovered when possible.
Perform data profiling to identify and understand anomalies in data."
2024-08-10,"Director, Data Science & Analytics",Comcast Corporation,Pennsylvania,Philadelphia,Mid-level,,,,Full-time,5+ years’ experience using machine learning techniques or advanced analytics techniques as a data scientist or engineer.
2024-08-10,Business Analyst With Kore Ai,Kaygen,Pennsylvania,Malvern,Mid-level,,72.5,hour,,You will be working with the Customer Experience and Contact Center teams to understand the conversations during Customer phone calls and chats.
2024-08-10,Product Manager Data Science,Deloitte,Pennsylvania,Mechanicsburg,Manager,,160700.0,year,,"Strong understanding of AI & analytics technologies: Deep knowledge of machine learning algorithms, data mining techniques, statistical modeling, and other…"
2024-08-10,Manager - Lead Data Engineer,Clairvoyant,Pennsylvania,Pittsburgh,Manager,,,,nan,"Bringing together deep domain expertise with robust data, powerful analytics, cloud, and AI, we create agile, scalable solutions and execute complex operations…"
2024-08-10,Ai & Hpc Application Performance Engineer,Cornelis Networks,Pennsylvania,Chesterbrook,Mid-level,,,,Full-time,"The company’s products enable scientific, academic, governmental, and commercial customers to solve some of the world’s toughest challenges by efficiently…"
2024-08-10,Strategy & Planning Spec Sr (ai & Intelligent Automation),Pnc Financial Services Group,Pennsylvania,Pittsburgh,Mid-level,,,,Full-time,"Please include “accommodation request” in the subject line title and be sure to include your name, the job ID, and your preferred method of contact in the body…"
2024-08-10,Data Analyst Sr (governance/process Improvement/risk Management)),Pnc Financial Services Group,Pennsylvania,Pittsburgh,Mid-level,,,,Full-time,"Please include “accommodation request” in the subject line title and be sure to include your name, the job ID, and your preferred method of contact in the body…"
2024-08-10,Cloud Data Engineer - Sr. Solution Specialist,Deloitte,Pennsylvania,Mechanicsburg,Mid-level,,,,Full-time,"The Artificial Intelligence & Data Engineering team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden…"
2024-08-10,Data Scientist,Robert Half,Pennsylvania,Horsham,Mid-level,,155000.0,year,,"Develop and maintain predictive models and data mining algorithms to analyze data trends and patterns.
In this role, you will be tasked with developing and…"
2024-08-10,Rwe (real World Evidence)/heor Statistical Analyst,"Techdata Service Company, Llc",Pennsylvania,King of Prussia,Mid-level,,115000.0,year,,"Familiarity and hands-on programming experience with common commercially available RWD data assets, including administrative claims and electronic health…"
2024-08-09,Data Scientist,"Planned Systems International, Inc.",Remote,Remote,Mid-level,,,,Full-time,"Perform data-driven analysis leveraging various machine learning metrics (e.g. accuracy, confusion matrix, AUC, etc.) to select the best performing machine…"
2024-08-09,Data Scientist,Therapynotes.com,Remote,Remote,Mid-level,,145000.0,year,,"Expertise in data extraction, transformation, and loading, data visualization, and data reporting.
Evaluate the effectiveness of data collection systems and…"
2024-08-09,Data Scientist - Analytics Engineer,Cyderes,Remote,Remote,Mid-level,,,,nan,"Knowledge in data analytics, data science, or related quantitative field.
Minimum of 2 years in software development, data science, or data analytics…"
2024-08-09,Data Scientist,Podimetrics,Remote,Remote,Mid-level,,,,nan,"Cross-Functional Collaboration: Work closely with clinical experts, engineers, and business leaders to integrate data-driven insights into practical…"
2024-08-09,Data Scientist,The Standard,Remote,Remote,Mid-level,,,,nan,"At The Standard, that means (at minimum) deep knowledge of SQL, Python, and the Azure + Databricks stack for data management and model deployment."
2024-08-09,Senior Healthcare Data Analyst - Foundational Initiatives & Analytic Engineering,Sentara Healthcare,Remote,Remote,Senior,,103608.875,year,,"The Senior Healthcare Data Analyst - Foundational Initiatives & Analytic Engineering role provides process support, analytic consulting, and analytic data…"
2024-08-09,Staff Data Engineer,Recruiting From Scratch,Remote,Remote,Mid-level,,151500.0,year,,"A typical day includes collaborating across engineering and science teams to understand new dataset ingest pathways for model or algorithm features, writing…"
2024-08-09,Senior Machine Learning Engineer,Atlassian,Remote,Remote,Senior,,193050.0,year,,"Collaboration: Work with cross-functional teams, including data scientists and software engineers.
Experience building and scaling machine learning models in…"
2024-08-09,Arity - Expert Data Scientist - Iot Deep Learning - Arity,Nan,Remote,Remote,Mid-level,,175875.0,year,,Utilizes project planning techniques to break down complex and occasionally highly complex machine learning/predictive modeling and/or development projects into…
2024-08-09,Sr. Data Scientist,Wex Inc.,Remote,Remote,Mid-level,,,,nan,"Strong expertise in machine learning algorithms, deep learning frameworks (e.g., TensorFlow, PyTorch), and statistical modeling techniques."
2024-08-09,Data Scientist,Barbaricum,Remote,Remote,Mid-level,,,,nan,"Research, develop, and test state-of-the-art techniques to enrich, extend, and automate analytic capabilities, including the use of machine learning to process…"
2024-08-09,"Lead Data Scientist, Operations Research And Simulation",Rivian,Remote,Remote,Lead,,209250.0,year,,"Validating data fidelity and creating data where none currently exists.
Generate insights and present findings to senior management using data visualization and…"
2024-08-09,"Applied Scientist, International Seller Services",Amazon.com Services Llc,Remote,Remote,Mid-level,,,,Full-time,"Experience in any of the following areas: algorithms and data structures, parsing, numerical optimization, data mining, parallel and distributed computing, high…"
2024-08-09,Data Analytics Expert,Barbaricum,Remote,Remote,Mid-level,,,,nan,"Research, develop, and test state-of-the-art techniques to enrich, extend, and automate analytic capabilities, including the use of machine learning to process…"
2024-08-09,Statistician,Us Office Of Personnel Management,Remote,Remote,Mid-level,,,,nan,"A. Degree: that included 15 semester hours in statistics (or in mathematics and statistics, provided at least 6 semester hours were in statistics), and 9…"
2024-08-09,Mathematical Statistician,Fda Center For Tobacco Products,Remote,Remote,Mid-level,,94760.0,year,,GS-12: *Applicants must have one year of specialized experience equivalent to at least the GS-11 grade level in the Federal service which includes: assisting in…
2024-08-09,Machine Learning Engineer,Pantheon Data,Remote,Remote,Mid-level,,,,nan,"We are seeking a Machine Learning Engineer who is an expert in Optical Character Recognition (OCR), Natural Language Processing (NLP), Large Language Models …"
2024-08-09,Statistical Programmer,Krystal Biotech,Remote,Remote,Mid-level,,,,Full-time,"This position involves collaborating closely with biostatisticians, data managers, and clinical teams to ensure the accurate and efficient analysis of clinical…"
